Test Step,Description,Test Class,Started,Finished,Duration(sec),Status,FailureMessage,Additional Parameters,

selectCCTest,,PayNowPageTest,10:06:18 AM,10:06:19 AM,0.2,PASS,,
selectAgreeToPayCheckboxTest,,PayNowPageTest,10:06:19 AM,10:06:19 AM,0.1,PASS,,
clickToPayTest,,PayNowPageTest,10:06:19 AM,10:06:19 AM,0.1,PASS,,
verifySafepayFundSuccessTest,,PayNowPageTest,10:06:19 AM,10:06:23 AM,3.9,PASS,,
clickBackToSafePayPageTest,,PayNowPageTest,10:06:23 AM,10:06:25 AM,2.4,PASS,,
clickAddFundsTest,,WorkroomPageTest,10:06:25 AM,10:06:47 AM,21.5,PASS,,
enterSafepayAmountTest,,WorkroomPageTest,10:06:47 AM,10:06:50 AM,3.2,PASS,,
clickAddFundsToSafepayTest,,WorkroomPageTest,10:06:50 AM,10:06:50 AM,0.1,PASS,,
verifyPayforSafepayTest,,PayNowPageTest,10:06:50 AM,10:06:54 AM,4.6,PASS,,
verifyPaymentMethodTest,,PayNowPageTest,10:06:54 AM,10:06:55 AM,0.2,PASS,,
selectPaypalTest,,PayNowPageTest,10:06:55 AM,10:06:55 AM,0.0,PASS,,
selectAgreeToPayCheckboxTest,,PayNowPageTest,10:06:55 AM,10:06:55 AM,0.1,PASS,,
clickToPayTest,,PayNowPageTest,10:06:55 AM,10:06:55 AM,0.1,PASS,,
verifySafepayFundSuccessTest,,PayNowPageTest,10:06:55 AM,10:07:01 AM,6.2,PASS,,
clickBackToSafePayPageTest,,PayNowPageTest,10:07:01 AM,10:07:03 AM,2.5,PASS,,
